studentid,name,age,gender,degree_branch,ethnicity,parentaleducation,studytimeweekly,absences,tutoring,parentalsupport,extracurricular,sports,music,volunteering,gpa,gradeclass,at_risk
2185,Sneha Sharma,18.0,1,B.Tech - Civil,0,3,18.0,6.0,0,4,0,0,1,0,4.0,0,0
2186,Kavya Gupta,18.0,1,BA - Economics,1,1,15.0,24.0,0,3,0,0,0,0,3.570412893,0,0
2187,Nisha Khan,18.0,1,BE - Information Technology,0,2,0.0,23.0,1,3,0,0,0,0,2.0,3,1
2188,Vikas Deshmukh,15.0,0,BSc Environmental Science,0,4,19.0,19.0,0,2,0,0,1,1,3.226859899,1,0
2189,Sneha Yadav,17.0,0,BSc - Computer Science,0,1,19.0,14.0,1,3,0,0,1,0,3.913543094,0,0
2190,Kavya Gupta,18.0,0,BCom (Hons),0,3,9.0,20.0,0,2,1,0,0,0,2.329802299,3,1
2191,Riya Khan,17.0,1,BCA,0,2,1.0,20.0,1,2,1,1,0,0,2.942615399,2,1
2192,Vikas Deshmukh,17.0,1,BVoc - Food Processing,1,0,13.0,9.0,0,4,1,0,0,1,3.258681812,1,0
2193,Nisha Sharma,15.0,1,BDes,0,3,7.0,11.0,1,2,1,0,0,0,4.0,0,0
2194,Rohan Malode,18.0,0,BPharm - Pharmaceutical Sciences,0,1,5.0,17.0,0,0,1,0,0,1,3.447877458,1,1
2195,Priya Malode,16.0,0,BSc - Biotechnology,1,3,2.0,27.0,1,3,0,0,1,0,2.887891658,2,1
2196,Meera Reddy,15.0,0,BE - Mechanical,1,0,15.0,22.0,0,3,1,0,0,0,3.159003282,1,0
2197,Rohan Khan,16.0,1,B.Tech - Computer Science,3,4,16.0,22.0,0,4,0,1,1,1,2.629110319,2,0
2198,Kavya Yadav,17.0,1,BArch,1,1,11.0,8.0,0,3,0,1,1,1,3.867977056,0,0
2199,Kunal Malode,17.0,1,BSc - Chemistry,0,1,18.0,28.0,1,0,0,0,0,0,3.729172157,0,1
2200,Sneha Joshi,15.0,0,BOT - Occupational Therapy,1,1,19.0,8.0,0,1,0,1,0,0,4.0,0,0
2201,Kavya Yadav,15.0,1,BSc Microbiology,3,4,2.0,3.0,1,1,1,1,0,1,3.228938953,1,1
2202,Manish Khan,16.0,1,BCom,2,3,12.0,4.0,0,1,1,0,0,1,2.910848127,2,0
2203,Meera Joshi,18.0,0,BSc Nursing,0,3,15.0,6.0,1,3,0,0,0,0,3.099627933,1,0
2204,Sneha Yadav,16.0,1,BPharm,0,2,10.0,25.0,0,2,0,0,0,0,2.061460201,3,1
2205,Kunal Malode,15.0,1,BSc Microbiology,0,2,19.0,30.0,0,2,0,0,1,0,2.748955228,2,1
2206,Sanjana Sharma,16.0,1,BE - Mechanical,1,1,15.0,6.0,0,3,1,0,0,0,3.202969206,1,0
2207,Riya Yadav,15.0,1,B.Tech - Information Technology,2,2,19.0,10.0,0,2,0,0,0,0,3.187734159,1,0
2208,Ishan Joshi,16.0,0,B.Tech - Electrical,1,1,1.0,9.0,0,0,1,1,0,0,3.227985622,1,1
2209,Riya Pawar,15.0,0,BFA,0,4,3.0,10.0,0,3,0,1,1,1,2.509014477,2,1
2210,Manish Khan,15.0,1,BE - Chemical,2,3,3.0,23.0,1,1,1,0,0,0,3.094670157,1,1
2211,Sahil Deshmukh,15.0,0,BA - English,2,2,16.0,23.0,1,3,0,0,1,0,3.213219031,1,0
2212,Kavya Yadav,18.0,1,BPharm,0,1,0.0,17.0,0,3,1,1,0,0,3.389557087,1,1
2213,Riya Malode,16.0,1,BFSc - Fisheries,1,3,0.0,11.0,0,4,0,1,1,0,2.388108565,3,1
2214,Arjun Yadav,16.0,1,BCom,0,1,4.0,24.0,0,0,1,1,0,0,2.0,3,1
2215,Sneha Deshmukh,16.0,1,BE - Information Technology,2,1,11.0,15.0,0,2,0,0,0,0,2.478439214,3,1
2216,Meera Yadav,15.0,0,BCA (Hons),2,1,5.0,26.0,0,3,1,0,1,0,3.752295725,0,1
2217,Aaradhya Gupta,16.0,0,BSc Nursing,1,2,5.0,3.0,1,2,0,1,1,0,3.535900205,0,0
2218,Sneha Malode,16.0,0,BPT - Physiotherapy,1,3,16.0,16.0,1,2,1,1,1,1,3.884061555,0,0
2219,Pooja Yadav,15.0,0,B.Tech - Mechanical,2,1,12.0,16.0,0,0,0,0,0,0,4.0,0,1
2220,Sanjana Gupta,17.0,0,BHM - Hotel Management,0,0,7.0,20.0,0,3,0,1,0,1,3.602011913,0,0
2221,Riya Sharma,15.0,0,BE - Aerospace,0,2,11.0,22.0,0,4,0,0,0,0,2.515304716,2,0
2222,Anita Joshi,16.0,1,BA - History,2,3,14.0,4.0,1,4,1,0,1,1,3.973545213,0,0
2223,Anita Malode,15.0,1,BFA,0,1,18.0,30.0,0,4,0,0,0,0,4.0,0,1
2224,Meera Joshi,17.0,0,BCA,0,1,20.0,12.0,0,0,0,1,1,0,3.969987147,0,1
2225,Rohan Gupta,15.0,0,BFA,2,4,19.0,2.0,1,3,0,0,0,1,3.72148802,0,0
2226,Meera Sharma,16.0,1,BSc - Biotechnology,2,4,16.0,26.0,0,2,1,0,0,0,3.881415076,0,1
2227,Riya Malode,17.0,0,BE - Electrical,0,4,8.0,22.0,0,4,0,1,0,0,3.257669639,1,0
2228,Ishan Malode,18.0,0,B.Tech - Electronics & Communication,0,3,20.0,16.0,0,4,1,1,0,0,4.0,0,0
2229,Aditya Sharma,16.0,0,BE - Information Technology,0,1,17.0,10.0,1,4,1,0,0,0,4.0,0,0
2230,Kunal Khan,17.0,1,BPharm - Pharmaceutical Sciences,0,1,1.0,0.0,0,4,1,0,1,0,3.425747698,1,1
2231,Kunal Patil,17.0,0,BE - Information Technology,0,1,10.0,27.0,1,2,0,0,0,0,3.44702233,1,1
2232,Sanjana Khan,18.0,1,BSc Agriculture,2,1,19.0,17.0,1,3,1,0,0,1,4.0,0,0
2233,Sneha Pawar,15.0,0,BE - Biomedical,0,4,16.0,16.0,1,4,0,0,1,0,3.751130573,0,0
2234,Priya Sharma,15.0,1,BCom,0,3,20.0,8.0,0,3,0,0,0,0,3.119575459,1,0
2235,Anita Joshi,16.0,0,BHM - Hotel Management,0,3,17.0,19.0,1,4,0,0,0,0,3.96644975,0,0
2236,Kavya Khan,18.0,0,BA - English,3,1,14.0,6.0,0,4,1,1,1,0,3.150673057,1,0
2237,Kunal Sharma,15.0,1,BCom (Hons),0,4,6.0,4.0,0,3,0,1,1,0,3.129048014,1,0
2238,Kunal Malode,18.0,1,BHM - Hotel Management,0,3,15.0,29.0,0,1,0,0,1,0,3.079563825,1,1
2239,Kavya Pawar,15.0,1,B.Tech - Electrical,0,1,0.0,15.0,0,1,1,0,1,1,2.390545257,3,1
2240,Riya Patil,17.0,1,BSc - Biotechnology,1,4,17.0,6.0,1,1,0,0,0,0,3.43186272,1,0
2241,Sanjana Khan,15.0,1,BBA,1,1,7.0,12.0,1,2,1,0,0,0,2.380222687,3,1
2242,Kunal Pawar,18.0,1,BBA,0,0,6.0,12.0,0,2,1,1,1,0,2.72854033,2,0
2243,Rahul Gupta,17.0,1,B.Tech - Mechanical,0,3,1.0,14.0,1,3,0,1,1,0,2.799596745,2,1
2244,Amit Gupta,17.0,0,BPharm - Pharmaceutical Sciences,0,3,11.0,22.0,1,2,0,1,0,0,2.77050742,2,0
2245,Sahil Patil,17.0,0,BFA,1,0,15.0,16.0,1,4,0,1,1,0,4.0,0,0
2246,Sneha Gupta,18.0,0,BE - Biomedical,1,1,8.0,16.0,0,2,1,1,1,1,3.501621488,0,0
2247,Meera Pawar,16.0,1,BSc - Mathematics,0,4,19.0,26.0,0,4,1,0,0,1,4.0,0,1
2248,Pooja Joshi,16.0,0,B.Tech - Computer Science,0,3,10.0,18.0,0,1,0,1,1,0,2.431810053,3,1
2249,Ishan Pawar,16.0,0,BPT - Physiotherapy,0,3,14.0,9.0,0,3,1,0,0,1,4.0,0,0
2250,Kavya Deshmukh,18.0,1,BCom (Hons),0,1,2.0,1.0,0,3,1,1,0,1,3.280119174,1,1
2251,Sneha Sharma,17.0,1,BSc Horticulture,1,0,20.0,13.0,1,3,1,0,0,0,3.705766231,0,0
2252,Sneha Reddy,16.0,1,BE - Chemical,0,1,12.0,22.0,1,2,1,0,1,0,3.255549345,1,0
2253,Kavya Joshi,18.0,0,BE - Civil,0,1,20.0,2.0,0,1,0,0,0,0,4.0,0,0
2254,Pooja Yadav,16.0,1,B.Tech - Electrical,0,1,12.0,6.0,0,2,0,0,1,0,3.898740901,0,0
2255,Manish Khan,15.0,0,BSc Environmental Science,3,1,1.0,24.0,0,2,1,1,1,1,2.69843675,2,1
2256,Vikas Reddy,16.0,0,BSc - Biotechnology,2,2,5.0,27.0,0,2,1,1,0,0,2.952548869,2,1
2257,Amit Pawar,16.0,0,BA - Political Science,0,1,5.0,10.0,0,2,0,0,1,0,4.0,0,0
2258,Ishan Malode,17.0,0,BCom (Hons),0,3,11.0,16.0,1,3,0,0,1,0,4.0,0,0
2259,Kunal Deshmukh,18.0,0,B.Tech - Electrical,0,1,3.0,14.0,0,4,0,0,0,1,2.714116408,2,1
2260,Aditya Reddy,17.0,1,BCA,0,2,4.0,18.0,0,4,1,0,0,0,3.176973123,1,1
2261,Kavya Gupta,17.0,0,BA - English,0,0,7.0,28.0,0,2,1,0,0,0,2.218722013,3,1
2262,Sneha Khan,17.0,1,BSc Forestry,1,2,5.0,10.0,0,0,1,0,0,0,3.037775895,1,1
2263,Aditya Joshi,17.0,1,BA - History,1,0,20.0,14.0,1,3,0,0,1,0,4.0,0,0
2264,Kunal Deshmukh,17.0,0,BJMC - Journalism & Mass Communication,2,4,2.0,14.0,1,2,0,1,1,0,2.111541657,3,1
2265,Sanjana Khan,16.0,1,BJMC - Journalism & Mass Communication,0,3,7.0,5.0,0,2,0,1,0,0,2.674848701,2,0
2266,Anita Sharma,17.0,0,BVoc - Food Processing,2,2,18.0,14.0,1,3,1,0,1,0,2.944621258,2,0
2267,Sneha Gupta,17.0,1,BCom,2,0,20.0,28.0,0,3,0,1,0,1,3.217335311,1,1
2268,Kavya Gupta,18.0,0,BE - Biomedical,0,2,10.0,8.0,0,4,0,0,0,0,4.0,0,0
2269,Aaradhya Reddy,15.0,0,BPharm,0,3,17.0,4.0,0,4,0,1,1,0,4.0,0,0
2270,Kavya Sharma,16.0,0,BDes,0,1,9.0,18.0,0,4,1,1,0,0,3.501565904,0,0
2271,Ishan Reddy,16.0,1,BBA,0,2,19.0,23.0,0,4,0,0,0,0,3.839741326,0,0
2272,Arjun Reddy,16.0,1,BSc - Physics,0,3,11.0,28.0,0,4,1,0,1,0,2.339081089,3,1
2273,Kunal Khan,17.0,0,BA - Political Science,1,3,19.0,29.0,0,0,1,1,0,0,2.478914325,3,1
2274,Aditya Reddy,17.0,1,BFA,0,3,7.0,27.0,0,4,0,0,1,0,3.770428452,0,1
2275,Vikas Gupta,17.0,1,BSc Microbiology,3,4,18.0,4.0,1,0,0,0,0,0,3.797422037,0,1
2276,Anita Patil,18.0,1,BDes,0,4,20.0,30.0,0,3,1,1,0,0,3.287225204,1,1
2277,Kavya Khan,15.0,1,BSc - Mathematics,3,2,15.0,21.0,1,1,1,0,0,0,3.871972987,0,0
2278,Rahul Gupta,17.0,1,BPharm - Pharmaceutical Sciences,0,2,20.0,12.0,0,2,1,0,0,1,2.980386389,2,0
2279,Vikas Pawar,15.0,1,BA - Economics,2,3,17.0,17.0,1,1,0,1,1,0,4.0,0,0
2280,Riya Reddy,18.0,1,B.Tech - Computer Science,0,3,8.0,19.0,0,2,1,1,0,0,3.420870637,1,0
2281,Manish Sharma,16.0,0,BFSc - Fisheries,0,4,3.0,16.0,0,2,0,1,0,0,2.159847932,3,1
2282,Kunal Patil,17.0,0,B.Tech - Mechanical,2,0,8.0,14.0,0,0,1,0,1,1,2.159848554,3,1
2283,Rohan Joshi,15.0,0,BSW,0,2,1.0,13.0,0,4,1,0,0,0,2.11577702,3,1
2284,Priya Yadav,15.0,1,BSc - Mathematics,1,1,8.0,28.0,1,4,1,1,1,0,2.698305592,2,1
2285,Anita Yadav,17.0,1,B.Tech - Electronics & Communication,1,1,8.0,15.0,1,3,1,1,1,0,3.049600116,1,0
2286,Nisha Deshmukh,16.0,0,BSc Environmental Science,0,1,17.0,3.0,0,4,1,0,0,0,3.56361429,0,0
2287,Sanjana Patil,16.0,1,BSc - Biotechnology,0,3,10.0,16.0,0,3,0,1,1,1,2.894180406,2,0
2288,Amit Deshmukh,16.0,0,BE - Computer Science,2,0,12.0,19.0,0,4,1,1,1,0,3.604075592,0,0
2289,Manish Khan,18.0,0,BA - Economics,0,3,5.0,13.0,0,3,1,1,1,0,2.435718611,3,1
2290,Sahil Pawar,15.0,1,BSc Horticulture,1,3,8.0,17.0,1,3,0,0,0,0,2.692278131,2,0
2291,Nisha Gupta,15.0,0,BBA,2,1,15.0,5.0,0,4,1,0,1,0,4.0,0,0
2292,Pooja Reddy,15.0,0,BHM - Hotel Management,0,1,3.0,21.0,0,2,1,0,0,1,3.17894594,1,1
2293,Meera Sharma,18.0,1,BSc - Mathematics,0,3,1.0,7.0,0,0,1,0,0,1,3.752541504,0,1
2294,Ishan Joshi,15.0,1,BSc - Mathematics,2,3,6.0,8.0,0,3,0,0,0,1,3.381108116,1,0
2295,Meera Yadav,18.0,0,BVoc - Food Processing,0,4,14.0,23.0,1,2,0,1,0,0,2.536448457,2,0
2296,Anita Deshmukh,16.0,1,BSc Agriculture,0,4,5.0,0.0,0,2,1,1,1,1,3.683056444,0,0
2297,Amit Khan,17.0,1,BE - Biomedical,0,4,10.0,12.0,0,1,0,1,0,1,4.0,0,0
2298,Sanjana Gupta,15.0,0,BCom,1,2,19.0,2.0,0,4,1,0,1,1,4.0,0,0
2299,Manish Deshmukh,15.0,0,BE - Computer Science,0,4,16.0,5.0,0,4,1,0,0,1,4.0,0,0
2300,Pooja Pawar,16.0,1,BE - Chemical,0,3,3.0,16.0,0,0,0,0,0,0,3.139192134,1,1
2301,Aaradhya Joshi,17.0,0,BCom (Hons),2,4,18.0,7.0,1,1,1,1,1,0,4.0,0,0
2302,Pooja Pawar,18.0,1,BJMC - Journalism & Mass Communication,0,0,6.0,29.0,1,1,0,0,0,0,2.0,3,1
2303,Amit Joshi,17.0,1,BA - Political Science,0,4,10.0,5.0,1,3,1,0,0,1,3.840358151,0,0
2304,Nisha Deshmukh,16.0,1,BE - Electronics & Communication,3,2,12.0,15.0,1,2,0,0,0,0,3.829159788,0,0
2305,Amit Malode,16.0,0,BPharm,1,3,20.0,0.0,0,2,1,0,0,0,3.395444497,1,0
2306,Sahil Khan,17.0,1,BE - Electronics & Communication,2,1,2.0,9.0,0,1,1,1,0,0,3.809515433,0,1
2307,Rahul Malode,18.0,0,BArch,0,2,13.0,17.0,0,2,0,0,1,0,2.595375305,2,0
2308,Amit Khan,18.0,0,BPharm - Pharmaceutical Sciences,2,1,1.0,21.0,1,2,1,1,0,0,2.0,3,1
2309,Kunal Deshmukh,15.0,0,BCA,0,1,17.0,25.0,1,3,1,0,1,0,2.796886364,2,0
2310,Sneha Gupta,18.0,0,BSc Forestry,0,1,4.0,13.0,0,1,0,0,0,0,2.756471436,2,1
2311,Kavya Yadav,17.0,1,BE - Biomedical,0,3,12.0,23.0,1,3,1,0,0,1,3.446351528,1,0
2312,Pooja Gupta,16.0,0,BSc - Biotechnology,0,0,12.0,4.0,0,2,1,1,1,1,2.919477944,2,0
2313,Rohan Yadav,15.0,0,BSc Agriculture,2,1,13.0,16.0,0,2,1,0,0,0,3.991969163,0,0
2314,Aaradhya Patil,15.0,1,BE - Biomedical,0,1,11.0,13.0,0,2,0,1,1,0,2.760321855,2,0
2315,Priya Khan,16.0,0,BE - Civil,1,2,20.0,25.0,0,3,1,1,1,1,3.720928832,0,0
2316,Rahul Deshmukh,18.0,1,BBA,2,1,12.0,17.0,0,3,1,1,0,1,3.422245998,1,0
2317,Aditya Gupta,16.0,0,B.Tech - Civil,1,1,17.0,3.0,0,4,1,0,0,0,4.0,0,0
2318,Manish Patil,18.0,1,BA - Political Science,0,2,12.0,19.0,1,1,0,1,0,0,4.0,0,0
2319,Riya Khan,16.0,1,BOT - Occupational Therapy,1,3,3.0,22.0,0,0,1,0,0,0,2.016824211,3,1
2320,Rahul Reddy,17.0,0,BFSc - Fisheries,0,1,9.0,1.0,1,1,1,0,0,0,3.746850184,0,0
2321,Manish Khan,18.0,0,BSc - Computer Science,0,1,4.0,6.0,0,2,1,0,1,1,4.0,0,1
2322,Kunal Yadav,17.0,0,BSc Agriculture,3,1,17.0,6.0,1,1,1,0,0,0,3.583694499,0,0
2323,Nisha Khan,15.0,1,BE - Electrical,0,4,7.0,6.0,1,0,0,0,0,0,2.417338543,3,1
2324,Arjun Khan,16.0,0,BA - Political Science,0,2,13.0,12.0,1,2,1,1,1,0,4.0,0,0
2325,Kavya Yadav,15.0,0,BVoc - Retail Management,2,2,1.0,18.0,0,3,0,1,0,0,2.81638763,2,1
2326,Pooja Malode,15.0,0,BDes,0,1,7.0,21.0,0,3,1,0,0,0,3.949265793,0,0
2327,Sneha Yadav,15.0,0,BSc - Mathematics,1,2,15.0,27.0,0,2,1,0,0,0,3.34039961,1,1
2328,Vikas Patil,15.0,1,BA - Economics,0,0,6.0,5.0,0,2,0,1,0,0,3.372992864,1,0
2329,Aditya Deshmukh,16.0,1,BSc Nursing,0,0,2.0,19.0,0,3,0,0,0,0,3.659693751,0,1
2330,Aditya Pawar,15.0,0,BHM - Hotel Management,0,2,3.0,16.0,0,2,0,0,0,1,2.630767002,2,1
2331,Pooja Gupta,16.0,0,BSc Microbiology,0,2,6.0,24.0,0,3,0,0,1,0,3.07489269,1,0
2332,Amit Pawar,16.0,1,BCom,0,1,3.0,17.0,1,4,1,0,0,0,3.881411472,0,1
2333,Ishan Yadav,17.0,1,BDes,2,3,8.0,24.0,0,4,0,0,1,0,3.275173557,1,0
2334,Rahul Sharma,18.0,0,BE - Computer Science,1,4,16.0,23.0,1,2,1,1,0,0,3.055591686,1,0
2335,Vikas Patil,18.0,0,BOT - Occupational Therapy,3,2,16.0,0.0,0,3,1,1,0,0,4.0,0,0
2336,Pooja Pawar,16.0,0,BE - Civil,0,3,19.0,26.0,0,3,1,0,0,0,3.384051434,1,1
2337,Priya Pawar,17.0,1,B.Tech - Mechanical,1,4,13.0,22.0,0,2,0,0,0,1,4.0,0,0
2338,Aditya Malode,16.0,0,BSc Nursing,1,3,13.0,12.0,1,3,1,1,0,0,2.841885177,2,0
2339,Arjun Deshmukh,16.0,1,BVoc - Retail Management,3,2,12.0,25.0,1,2,1,1,0,1,3.735936828,0,0
2340,Aditya Yadav,16.0,1,BA - English,0,3,3.0,18.0,1,4,0,0,0,0,2.158030605,3,1
2341,Riya Pawar,17.0,1,B.Tech - Electronics & Communication,1,1,12.0,15.0,0,2,0,0,1,0,3.557829209,0,0
2342,Kavya Malode,18.0,0,BSc Horticulture,2,2,20.0,9.0,0,0,1,0,1,0,3.641873177,0,1
2343,Priya Deshmukh,17.0,0,BE - Electrical,0,1,16.0,12.0,0,3,1,1,0,1,4.0,0,0
2344,Rohan Patil,15.0,0,BSc - Information Technology,2,1,14.0,9.0,0,2,0,1,1,0,3.708680862,0,0
2345,Rahul Pawar,17.0,0,BE - Electronics & Communication,0,2,17.0,29.0,1,0,1,0,0,1,3.784666996,0,1
2346,Aditya Patil,17.0,1,BSc Microbiology,2,1,10.0,29.0,1,2,1,1,0,0,3.324283075,1,1
2347,Rahul Sharma,17.0,1,BSc Nursing,3,3,3.0,13.0,0,1,1,1,0,1,2.804118044,2,1
2348,Rohan Patil,17.0,1,BHM - Hotel Management,1,2,19.0,8.0,1,3,0,0,0,0,3.78542265,0,0
2349,Ishan Pawar,18.0,1,BE - Electronics & Communication,0,2,10.0,20.0,0,2,0,1,0,1,2.334073585,3,1
2350,Vikas Pawar,15.0,0,BPharm,0,1,9.0,10.0,0,1,0,1,1,0,2.277038106,3,1
2351,Rohan Malode,18.0,0,BE - Aerospace,3,1,12.0,2.0,0,2,0,1,0,0,2.742792417,2,0
2352,Anita Joshi,18.0,0,BFSc - Fisheries,0,2,7.0,7.0,0,1,1,1,0,0,2.741809879,2,0
2353,Aditya Gupta,17.0,1,BA - History,0,4,12.0,11.0,0,3,1,0,0,0,3.741843196,0,0
2354,Manish Khan,16.0,1,BCA (Hons),1,0,8.0,2.0,0,2,1,1,0,0,4.0,0,0
2355,Kavya Deshmukh,16.0,1,BE - Computer Science,0,1,0.0,6.0,1,4,1,0,1,1,3.780458001,0,1
2356,Rohan Deshmukh,18.0,0,BA - Economics,0,4,0.0,13.0,0,0,0,0,0,0,2.0,3,1
2357,Vikas Deshmukh,18.0,0,BE - Mechanical,0,0,14.0,6.0,0,2,0,0,0,0,4.0,0,0
2358,Vikas Yadav,17.0,1,BA - English,0,4,3.0,6.0,0,3,1,0,1,0,3.290991285,1,1
2359,Ishan Khan,18.0,0,BSc - Physics,1,2,19.0,13.0,1,0,1,0,0,0,3.982366868,0,1
2360,Sanjana Yadav,17.0,1,BSc - Chemistry,1,2,0.0,11.0,0,1,1,0,0,0,3.06638379,1,1
2361,Riya Patil,16.0,1,BSc - Information Technology,1,1,11.0,0.0,1,2,1,1,1,0,3.187889937,1,0
2362,Rahul Sharma,16.0,1,BE - Biomedical,2,1,10.0,26.0,0,0,1,1,0,1,3.608919325,0,1
2363,Kunal Sharma,15.0,0,B.Tech - Mechanical,2,1,18.0,4.0,0,2,1,1,1,0,4.0,0,0
2364,Aaradhya Sharma,16.0,0,BArch,1,4,14.0,27.0,0,3,1,1,0,1,3.641522603,0,1
2365,Manish Yadav,18.0,0,BSc - Biotechnology,0,3,20.0,10.0,0,1,1,0,0,0,3.624157526,0,0
2366,Sanjana Yadav,16.0,0,BSW,1,3,9.0,0.0,0,2,1,0,0,0,2.944582955,2,0
2367,Rahul Pawar,17.0,0,BVoc - Retail Management,0,3,0.0,22.0,0,4,1,0,1,1,3.171859409,1,1
2368,Sanjana Khan,16.0,1,BE - Environmental,1,1,2.0,12.0,0,4,0,0,0,0,4.0,0,1
2369,Kunal Malode,15.0,1,BE - Aerospace,1,3,13.0,28.0,0,0,0,1,1,1,2.972264996,2,1
2370,Arjun Malode,16.0,0,BE - Environmental,0,2,14.0,23.0,0,1,1,1,0,0,2.557293834,2,0
2371,Riya Sharma,17.0,0,BE - Electrical,3,3,0.0,22.0,1,2,0,0,1,0,2.88650466,2,1
2372,Pooja Pawar,17.0,0,BOT - Occupational Therapy,0,1,9.0,16.0,1,1,1,0,1,1,3.077863542,1,0
2373,Vikas Yadav,18.0,0,BSc - Mathematics,1,3,0.0,2.0,1,0,1,0,0,0,2.888076473,2,1
2374,Nisha Yadav,16.0,1,BOT - Occupational Therapy,0,4,14.0,30.0,0,2,1,0,0,1,3.877009536,0,1
2375,Nisha Malode,17.0,0,BVoc - Retail Management,3,2,2.0,9.0,0,0,0,0,1,0,3.304163651,1,1
2376,Kunal Reddy,15.0,0,B.Tech - Mechanical,0,0,20.0,18.0,1,2,1,1,0,1,3.827547082,0,0
2377,Manish Patil,18.0,0,BCom,0,2,19.0,30.0,0,2,1,1,0,0,3.135002817,1,1
2378,Aditya Sharma,15.0,1,BJMC - Journalism & Mass Communication,0,1,11.0,6.0,1,0,1,1,0,0,3.00585542,1,1
2379,Anita Patil,16.0,1,BE - Biomedical,0,3,18.0,19.0,1,2,0,0,0,0,3.316927558,1,0
2380,Aaradhya Malode,16.0,0,B.Tech - Electronics & Communication,0,4,15.0,27.0,0,2,1,0,0,0,3.271233186,1,1
2381,Rahul Malode,16.0,1,BPharm - Pharmaceutical Sciences,1,2,7.0,2.0,0,3,1,1,0,0,2.736684265,2,0
2382,Sanjana Deshmukh,18.0,1,BSc Nursing,0,2,13.0,21.0,1,4,0,1,0,0,3.235035878,1,0
2383,Nisha Pawar,17.0,1,B.Tech - Civil,0,3,17.0,11.0,1,4,0,0,0,1,4.0,0,0
2384,Vikas Khan,18.0,0,BPharm - Pharmaceutical Sciences,0,1,0.0,25.0,1,2,1,1,1,1,2.816589775,2,1
2385,Pooja Sharma,15.0,1,B.Tech - Civil,2,1,1.0,21.0,0,4,0,0,0,0,3.306201437,1,1
2386,Kunal Pawar,18.0,1,BVoc - Food Processing,1,4,11.0,9.0,0,0,0,0,0,0,2.307663306,3,1
2387,Pooja Malode,15.0,1,BCA,2,3,16.0,20.0,0,2,0,1,0,0,2.989607458,2,0
2388,Riya Yadav,18.0,1,BPharm - Pharmaceutical Sciences,1,0,1.0,11.0,0,3,1,0,0,0,2.591914042,2,1
2389,Pooja Khan,17.0,1,BA - English,0,1,16.0,14.0,0,3,1,1,1,1,3.772559105,0,0
2390,Meera Malode,15.0,0,BVoc - Retail Management,0,3,20.0,5.0,1,1,0,0,0,1,3.982026013,0,0
2391,Sahil Khan,16.0,1,BDes,0,3,6.0,18.0,0,0,1,0,1,0,2.0,3,1
2392,Amit Joshi,16.0,1,BE - Aerospace,2,3,5.0,29.0,0,2,1,0,0,0,3.152702941,1,1
2393,Rohan Yadav,18.0,1,BE - Civil,3,1,5.0,30.0,0,3,0,0,0,0,3.024542157,1,1
2394,Aaradhya Khan,16.0,0,BPharm,0,4,7.0,28.0,0,4,0,0,1,1,3.552288434,0,1
2395,Sahil Sharma,15.0,1,BSc - Physics,0,2,4.0,25.0,1,1,0,0,0,0,2.0,3,1
2396,Rohan Yadav,16.0,1,BJMC - Journalism & Mass Communication,0,3,14.0,4.0,1,4,1,0,0,0,4.0,0,0
2397,Aaradhya Gupta,17.0,0,BA - History,0,2,6.0,24.0,0,0,1,1,0,0,2.837444156,2,1
2398,Riya Khan,17.0,1,BSc Nursing,1,1,2.0,19.0,0,4,1,1,0,0,2.077879256,3,1
2399,Riya Khan,18.0,1,BSc - Information Technology,0,4,9.0,26.0,0,4,1,0,0,0,4.0,0,1
2400,Priya Pawar,15.0,1,BFSc - Fisheries,3,1,2.0,1.0,0,0,0,1,0,0,3.658868136,0,1
2401,Riya Sharma,17.0,0,B.Tech - Civil,0,1,13.0,20.0,0,2,0,0,0,1,2.737303457,2,0
2402,Vikas Reddy,17.0,0,BPharm - Pharmaceutical Sciences,3,3,2.0,18.0,0,0,0,1,1,0,2.817502981,2,1
2403,Anita Khan,15.0,1,BA - History,2,3,0.0,27.0,1,4,0,0,1,1,2.0,3,1
2404,Riya Gupta,16.0,0,B.Tech - Computer Science,2,3,0.0,30.0,0,2,0,0,1,0,3.046420703,1,1
2405,Meera Khan,16.0,1,BSc - Mathematics,1,2,18.0,18.0,0,3,1,1,0,1,2.906682683,2,0
2406,Vikas Patil,18.0,1,BBA,1,2,3.0,3.0,0,1,0,0,0,1,3.968188949,0,1
2407,Vikas Pawar,16.0,1,BE - Electronics & Communication,1,4,1.0,27.0,1,4,1,0,0,0,3.445717012,1,1
2408,Pooja Deshmukh,15.0,0,B.Tech - Mechanical,1,0,10.0,19.0,1,2,1,0,1,0,3.23645242,1,0
2409,Kavya Joshi,17.0,1,BSc - Mathematics,1,4,11.0,4.0,1,2,0,0,0,0,4.0,0,0
2410,Manish Gupta,16.0,0,BSW,3,1,12.0,6.0,0,2,1,1,0,0,3.161622227,1,0
2411,Kunal Malode,18.0,0,BSc - Physics,2,3,15.0,3.0,0,2,1,1,0,1,3.678700562,0,0
2412,Anita Joshi,16.0,0,BSW,2,1,15.0,10.0,1,0,1,1,0,1,3.034889402,1,1
2413,Anita Pawar,15.0,0,BA - English,2,2,18.0,22.0,1,3,1,1,1,0,3.745235184,0,0
2414,Aditya Gupta,18.0,1,BFSc - Fisheries,0,4,19.0,24.0,0,0,1,1,1,1,2.917358689,2,1
